number,results
8241,992000
8242,1070000
8243,974000
8244,944000
8245,1080000
8246,974000
8247,1090000
8248,1030000
8249,977000
8250,2140000
8251,1210000
8252,1050000
8253,1010000
8254,920000
8255,1340000
8256,970000
8257,895000
8258,940000
8259,897000
8260,1270000
8261,995000
8262,1020000
8263,1030000
8264,975000
8265,928000
8266,975000
8267,880000
8268,891000
8269,896000
8270,1190000
8271,939000
8272,951000
8273,946000
8274,997000
8275,926000
8276,1480000
8277,885000
8278,973000
8279,969000
8280,1350000
8281,1050000
8282,1340000
8283,1040000
8284,916000
8285,966000
8286,908000
8287,951000
8288,1120000
8289,955000
8290,1120000
8291,902000
8292,919000
8293,915000
8294,966000
8295,977000
8296,877000
8297,1020000
8298,861000
8299,1110000
8300,3790000
8301,1410000
8302,1060000
8303,1190000
8304,996000
8305,1070000
8306,954000
8307,982000
8308,965000
8309,948000
8310,1640000
8311,1080000
8312,958000
8313,1010000
8314,960000
8315,1010000
8316,1210000
8317,977000
8318,893000
8319,903000
8320,1570000
8321,987000
8322,1030000
8323,920000
8324,956000
8325,997000
8326,921000
8327,874000
8328,892000
8329,904000
8330,1410000
8331,1030000
8332,1170000
8333,1310000
8334,941000
8335,928000
8336,1190000
8337,929000
8338,1010000
8339,939000
8340,1180000
8341,1600000
8342,945000
8343,1000000
8344,980000
8345,998000
8346,930000
8347,890000
8348,924000
8349,901000
8350,1810000
8351,934000
8352,1060000
8353,901000
8354,884000
8355,1010000
8356,892000
8357,1120000
8358,908000
8359,881000
8360,1100000
8361,1110000
8362,1010000
8363,940000
8364,978000
8365,918000
8366,984000
8367,889000
8368,1060000
8369,873000
8370,1190000
8371,959000
8372,906000
8373,936000
8374,934000
8375,968000
8376,858000
8377,978000
8378,938000
8379,927000
8380,1240000
8381,1030000
8382,1070000
8383,1200000
8384,975000
8385,931000
8386,943000
8387,910000
8388,1130000
8389,971000
8390,1030000
8391,938000
8392,865000
8393,929000
8394,848000
8395,958000
8396,918000
8397,928000
8398,893000
8399,1090000
8400,4350000
8401,1280000
8402,1010000
8403,941000
8404,1050000
8405,1010000
8406,980000
8407,930000
8408,925000
8409,878000
8410,1120000
8411,1070000
8412,1100000
8413,1040000
8414,984000
8415,967000
8416,868000
8417,1480000
8418,864000
8419,867000
8420,1130000
8421,1080000
8422,1160000
8423,901000
8424,1680000
8425,981000
8426,902000
8427,1060000
8428,872000
8429,849000
8430,1120000
8431,958000
8432,917000
8433,959000
8434,996000
8435,1030000
8436,874000
8437,996000
8438,907000
8439,917000
8440,1140000
8441,952000
8442,1280000
8443,1140000
8444,1170000
8445,1040000
8446,945000
8447,900000
8448,1050000
8449,899000
8450,1370000
8451,1060000
8452,1280000
8453,1010000
8454,976000
8455,956000
8456,985000
8457,857000
8458,849000
8459,894000
8460,1080000
8461,944000
8462,880000
8463,922000
8464,979000
8465,881000
8466,902000
8467,887000
8468,897000
8469,858000
8470,1210000
8471,957000
8472,911000
8473,916000
8474,912000
8475,933000
8476,1010000
8477,1020000
8478,877000
8479,858000
8480,1340000
8481,888000
8482,1330000
8483,894000
8484,1220000
8485,983000
8486,945000
8487,847000
8488,961000
8489,843000
8490,1120000
8491,867000
8492,890000
8493,887000
8494,977000
8495,933000
8496,846000
8497,807000
8498,837000
8499,1220000
8500,9670000
8501,2130000
8502,1190000
8503,1040000
8504,994000
8505,1180000
8506,1030000
8507,1030000
8508,1020000
8509,977000
8510,1380000
8511,1290000
8512,1160000
8513,913000
8514,952000
8515,1040000
8516,915000
8517,882000
8518,928000
8519,887000
8520,2490000
8521,1020000
8522,1070000
8523,903000
8524,936000
8525,1110000
8526,1090000
8527,898000
8528,900000
8529,876000
8530,1540000
8531,1100000
8532,1290000
8533,981000
8534,865000
8535,975000
8536,913000
8537,863000
8538,850000
8539,848000
8540,1110000
8541,955000
8542,998000
8543,924000
8544,992000
8545,975000
8546,888000
8547,961000
8548,948000
8549,986000
8550,1620000
8551,1040000
8552,1130000
8553,1100000
8554,960000
8555,1400000
8556,879000
8557,851000
8558,1080000
8559,888000
8560,1170000
8561,908000
8562,893000
8563,981000
8564,870000
8565,912000
8566,952000
8567,905000
8568,937000
8569,894000
8570,1250000
8571,927000
8572,918000
8573,878000
8574,893000
8575,960000
8576,901000
8577,1130000
8578,888000
8579,866000
8580,1250000
8581,956000
8582,934000
8583,851000
8584,839000
8585,1760000
8586,992000
8587,893000
8588,1310000
8589,900000
8590,1080000
8591,1310000
8592,872000
8593,860000
8594,875000
8595,920000
8596,860000
8597,982000
8598,962000
8599,993000
8600,5460000
8601,1480000
8602,983000
8603,1060000
8604,1030000
8605,1050000
8606,984000
8607,903000
8608,944000
8609,1100000
8610,2090000
8611,1140000
8612,1010000
8613,931000
8614,874000
8615,1010000
8616,932000
8617,916000
8618,976000
8619,909000
8620,1300000
8621,1050000
8622,1020000
8623,895000
8624,907000
8625,948000
8626,872000
8627,1010000
8628,895000
8629,902000
8630,1150000
8631,921000
8632,918000
8633,925000
8634,888000
8635,887000
8636,897000
8637,856000
8638,920000
8639,935000
8640,2390000
8641,905000
8642,897000
8643,877000
8644,944000
8645,899000
8646,906000
8647,848000
8648,885000
8649,908000
8650,1300000
8651,928000
8652,1040000
8653,845000
8654,991000
8655,1180000
8656,903000
8657,874000
8658,908000
8659,832000
8660,1180000
8661,1080000
8662,909000
8663,889000
8664,867000
8665,931000
8666,1330000
8667,922000
8668,1100000
8669,874000
8670,1070000
8671,993000
8672,874000
8673,904000
8674,945000
8675,935000
8676,901000
8677,1130000
8678,1020000
8679,867000
8680,1110000
8681,888000
8682,909000
8683,874000
8684,1090000
8685,889000
8686,1880000
8687,949000
8688,1840000
8689,831000
8690,1000000
8691,925000
8692,904000
8693,857000
8694,872000
8695,916000
8696,871000
8697,910000
8698,854000
8699,968000
8700,3650000
8701,1180000
8702,956000
8703,961000
8704,918000
8705,921000
8706,916000
8707,964000
8708,922000
8709,858000
8710,1400000
8711,1060000
8712,1710000
8713,891000
8714,885000
8715,986000
8716,910000
8717,866000
8718,877000
8719,843000
8720,1060000
8721,1010000
8722,1070000
8723,894000
8724,878000
8725,951000
8726,939000
8727,913000
8728,836000
8729,883000
8730,1070000
8731,876000
8732,952000
8733,970000
8734,890000
8735,903000
8736,905000
8737,933000
8738,845000
8739,815000
8740,988000
8741,934000
8742,938000
8743,848000
8744,886000
8745,892000
8746,881000
8747,913000
8748,983000
8749,913000
8750,1830000
8751,924000
8752,897000
8753,942000
8754,820000
8755,965000
8756,867000
8757,861000
8758,930000
8759,795000
8760,1120000
8761,848000
8762,847000
8763,819000
8764,815000
8765,920000
8766,875000
8767,853000
8768,843000
8769,823000
8770,1030000
8771,942000
8772,928000
8773,867000
8774,825000
8775,891000
8776,835000
8777,1340000
8778,953000
8779,799000
8780,1030000
8781,860000
8782,839000
8783,916000
8784,825000
8785,882000
8786,864000
8787,1440000
8788,1030000
8789,982000
8790,1060000
8791,922000
8792,882000
8793,889000
8794,868000
8795,854000
8796,821000
8797,907000
8798,915000
8799,984000
8800,7020000
8801,1440000
8802,1080000
8803,1040000
8804,1080000
8805,1020000
8806,998000
8807,964000
8808,1240000
8809,995000
8810,1400000
8811,1390000
8812,1050000
8813,977000
8814,944000
8815,986000
8816,995000
8817,915000
8818,1070000
8819,1080000
8820,1600000
8821,985000
8822,1220000
8823,942000
8824,883000
8825,949000
8826,885000
8827,862000
8828,972000
8829,1680000
8830,1240000
8831,1370000
8832,931000
8833,2130000
8834,1030000
8835,1120000
8836,890000
8837,865000
8838,1050000
8839,902000
8840,1110000
8841,985000
8842,1590000
8843,850000
8844,2250000
8845,966000
8846,888000
8847,884000
8848,1160000
8849,862000
8850,1390000
8851,1050000
8852,936000
8853,935000
8854,946000
8855,1190000
8856,1020000
8857,889000
8858,1030000
8859,1700000
8860,1070000
8861,893000
8862,874000
8863,839000
8864,883000
8865,973000
8866,1230000
8867,886000
8868,994000
8869,872000
8870,1070000
8871,905000
8872,866000
8873,857000
8874,857000
8875,1090000
8876,875000
8877,1520000
8878,1010000
8879,858000
8880,1440000
8881,1080000
8882,1080000
8883,1050000
8884,939000
8885,1020000
8886,1080000
8887,1050000
8888,5040000
8889,1850000
8890,1210000
8891,1320000
8892,894000
8893,861000
8894,819000
8895,842000
8896,893000
8897,887000
8898,1390000
8899,1410000
8900,4680000
8901,1150000
8902,923000
8903,927000
8904,913000
8905,874000
8906,1050000
8907,1120000
8908,933000
8909,1070000
8910,1400000
8911,1060000
8912,905000
8913,854000
8914,859000
8915,856000
8916,973000
8917,820000
8918,901000
8919,1410000
8920,1130000
8921,881000
8922,856000
8923,869000
8924,944000
8925,1040000
8926,871000
8927,825000
8928,862000
8929,844000
8930,1050000
8931,847000
8932,854000
8933,820000
8934,828000
8935,817000
8936,854000
8937,792000
8938,825000
8939,912000
8940,1110000
8941,870000
8942,876000
8943,800000
8944,853000
8945,880000
8946,907000
8947,803000
8948,813000
8949,875000
8950,1220000
8951,868000
8952,860000
8953,987000
8954,840000
8955,939000
8956,812000
8957,811000
8958,778000
8959,924000
8960,1110000
8961,886000
8962,796000
8963,831000
8964,1050000
8965,830000
8966,857000
8967,781000
8968,840000
8969,877000
8970,1280000
8971,873000
8972,854000
8973,794000
8974,827000
8975,824000
8976,784000
8977,927000
8978,899000
8979,876000
8980,1480000
8981,894000
8982,843000
8983,891000
8984,846000
8985,846000
8986,813000
8987,827000
8988,1070000
8989,1320000
8990,1590000
8991,1080000
8992,941000
8993,884000
8994,792000
8995,1030000
8996,834000
8997,798000
8998,967000
8999,2440000
9000,27400000
9001,10500000
9002,1930000
9003,1450000
9004,1390000
9005,1870000
9006,1630000
9007,1450000
9008,1400000
9009,1450000
9010,1950000
9011,1270000
9012,1080000
9013,988000
9014,1040000
9015,1010000
9016,1260000
9017,916000
9018,986000
9019,950000
9020,1520000
9021,1200000
9022,1040000
9023,999000
9024,948000
9025,1050000
9026,909000
9027,903000
9028,991000
9029,872000
9030,1470000
9031,976000
9032,895000
9033,927000
9034,923000
9035,1080000
9036,864000
9037,862000
9038,860000
9039,941000
9040,1290000
9041,924000
9042,846000
9043,828000
9044,876000
9045,956000
9046,830000
9047,867000
9048,862000
9049,890000
9050,1430000
9051,1010000
9052,931000
9053,894000
9054,867000
9055,931000
9056,817000
9057,793000
9058,839000
9059,832000
9060,1320000
9061,863000
9062,895000
9063,880000
9064,899000
9065,844000
9066,909000
9067,803000
9068,825000
9069,854000
9070,1120000
9071,917000
9072,1150000
9073,827000
9074,872000
9075,868000
9076,883000
9077,943000
9078,892000
9079,835000
9080,1240000
9081,867000
9082,903000
9083,805000
9084,815000
9085,866000
9086,883000
9087,840000
9088,951000
9089,876000
9090,1830000
9091,974000
9092,871000
9093,882000
9094,874000
9095,912000
9096,801000
9097,810000
9098,825000
9099,995000
9100,3910000
9101,1260000
9102,987000
9103,984000
9104,975000
9105,1190000
9106,909000
9107,868000
9108,1100000
9109,924000
9110,1260000
9111,1570000
9112,1010000
9113,928000
9114,1120000
9115,975000
9116,909000
9117,942000
9118,902000
9119,968000
9120,1280000
9121,991000
9122,944000
9123,906000
9124,846000
9125,970000
9126,889000
9127,850000
9128,887000
9129,846000
9130,1080000
9131,987000
9132,847000
9133,1090000
9134,866000
9135,875000
9136,877000
9137,841000
9138,798000
9139,818000
9140,1080000
9141,925000
9142,838000
9143,804000
9144,912000
9145,903000
9146,826000
9147,1360000
9148,957000
9149,967000
9150,1390000
9151,930000
9152,846000
9153,841000
9154,836000
9155,966000
9156,839000
9157,930000
9158,1160000
9159,816000
9160,1030000
9161,948000
9162,837000
9163,865000
9164,850000
9165,847000
9166,875000
9167,822000
9168,920000
9169,837000
9170,957000
9171,951000
9172,848000
9173,798000
9174,815000
9175,824000
9176,772000
9177,920000
9178,789000
9179,777000
9180,1610000
9181,945000
9182,820000
9183,778000
9184,797000
9185,945000
9186,775000
9187,796000
9188,955000
9189,787000
9190,1010000
9191,1730000
9192,1100000
9193,921000
9194,880000
9195,859000
9196,840000
9197,814000
9198,820000
9199,1030000
9200,3660000
9201,1190000
9202,1010000
9203,978000
9204,871000
9205,931000
9206,884000
9207,901000
9208,908000
9209,866000
9210,1140000
9211,1090000
9212,968000
9213,846000
9214,922000
9215,870000
9216,878000
9217,862000
9218,825000
9219,829000
9220,1570000
9221,951000
9222,1200000
9223,1030000
9224,920000
9225,913000
9226,886000
9227,910000
9228,852000
9229,922000
9230,1170000
9231,2080000
9232,908000
9233,911000
9234,917000
9235,1870000
9236,1460000
9237,893000
9238,1500000
9239,803000
9240,1240000
9241,913000
9242,842000
9243,812000
9244,867000
9245,868000
9246,872000
9247,816000
9248,860000
9249,873000
9250,1520000
9251,875000
9252,979000
9253,877000
9254,812000
9255,1010000
9256,834000
9257,813000
9258,913000
9259,864000
9260,1040000
9261,930000
9262,908000
9263,815000
9264,890000
9265,931000
9266,958000
9267,829000
9268,811000
9269,797000
9270,1060000
9271,967000
9272,923000
9273,807000
9274,926000
9275,899000
9276,806000
9277,870000
9278,802000
9279,794000
9280,1080000
9281,906000
9282,900000
9283,856000
9284,797000
9285,846000
9286,822000
9287,765000
9288,990000
9289,794000
9290,1050000
9291,850000
9292,1080000
9293,865000
9294,825000
9295,877000
9296,839000
9297,832000
9298,827000
9299,942000
9300,4500000
9301,1220000
9302,923000
9303,946000
9304,881000
9305,953000
9306,911000
9307,869000
9308,898000
9309,864000
9310,1180000
9311,1100000
9312,934000
9313,883000
9314,874000
9315,921000
9316,863000
9317,896000
9318,925000
9319,806000
9320,1550000
9321,931000
9322,934000
9323,1100000
9324,818000
9325,918000
9326,845000
9327,909000
9328,874000
9329,817000
9330,1220000
9331,931000
9332,829000
9333,1420000
9334,840000
9335,876000
9336,855000
9337,822000
9338,854000
9339,970000
9340,939000
9341,893000
9342,790000
9343,912000
9344,983000
9345,871000
9346,779000
9347,815000
9348,841000
9349,797000
9350,1470000
9351,1110000
9352,801000
9353,817000
9354,788000
9355,1030000
9356,810000
9357,778000
9358,867000
9359,813000
9360,1710000
9361,912000
9362,854000
9363,875000
9364,849000
9365,796000
9366,808000
9367,773000
9368,762000
9369,780000
9370,1150000
9371,801000
9372,809000
9373,791000
9374,829000
9375,874000
9376,771000
9377,1080000
9378,814000
9379,747000
9380,1300000
9381,820000
9382,821000
9383,824000
9384,811000
9385,834000
9386,829000
9387,762000
9388,863000
9389,825000
9390,930000
9391,786000
9392,772000
9393,1050000
9394,910000
9395,810000
9396,816000
9397,807000
9398,791000
9399,904000
9400,3140000
9401,1150000
9402,890000
9403,1020000
9404,952000
9405,910000
9406,827000
9407,843000
9408,865000
9409,868000
9410,1030000
9411,1010000
9412,845000
9413,863000
9414,914000
9415,917000
9416,866000
9417,890000
9418,814000
9419,831000
9420,978000
9421,933000
9422,885000
9423,787000
9424,859000
9425,854000
9426,857000
9427,885000
9428,848000
9429,782000
9430,1120000
9431,898000
9432,798000
9433,837000
9434,821000
9435,935000
9436,810000
9437,793000
9438,799000
9439,822000
9440,1060000
9441,860000
9442,822000
9443,863000
9444,1100000
9445,850000
9446,813000
9447,801000
9448,854000
9449,908000
9450,1450000
9451,854000
9452,819000
9453,870000
9454,1370000
9455,851000
9456,886000
9457,868000
9458,808000
9459,799000
9460,944000
9461,896000
9462,785000
9463,918000
9464,948000
9465,858000
9466,830000
9467,774000
9468,772000
9469,765000
9470,990000
9471,835000
9472,815000
9473,781000
9474,878000
9475,836000
9476,797000
9477,820000
9478,782000
9479,762000
9480,1050000
9481,815000
9482,786000
9483,741000
9484,834000
9485,808000
9486,876000
9487,782000
9488,849000
9489,833000
9490,1010000
9491,825000
9492,858000
9493,836000
9494,1170000
9495,1080000
9496,835000
9497,787000
9498,771000
9499,1040000
9500,7770000
9501,1120000
9502,1020000
9503,904000
9504,1570000
9505,1030000
9506,869000
9507,864000
9508,913000
9509,903000
9510,1090000
9511,1010000
9512,903000
9513,905000
9514,885000
9515,919000
9516,850000
9517,850000
9518,872000
9519,796000
9520,1290000
9521,940000
9522,865000
9523,865000
9524,856000
9525,1210000
9526,931000
9527,939000
9528,811000
9529,794000
9530,1200000
9531,863000
9532,791000
9533,857000
9534,784000
9535,812000
9536,814000
9537,749000
9538,758000
9539,783000
9540,941000
9541,860000
9542,890000
9543,842000
9544,864000
9545,880000
9546,935000
9547,803000
9548,783000
9549,786000
9550,1570000
9551,903000
9552,815000
9553,891000
9554,847000
9555,1190000
9556,817000
9557,870000
9558,898000
9559,842000
9560,992000
9561,872000
9562,804000
9563,783000
9564,816000
9565,834000
9566,801000
9567,995000
9568,908000
9569,815000
9570,895000
9571,914000
9572,774000
9573,858000
9574,829000
9575,972000
9576,759000
9577,816000
9578,768000
9579,752000
9580,966000
9581,804000
9582,768000
9583,1370000
9584,831000
9585,885000
9586,785000
9587,762000
9588,868000
9589,752000
9590,1100000
9591,881000
9592,849000
9593,773000
9594,790000
9595,1200000
9596,849000
9597,739000
9598,785000
9599,925000
9600,4640000
9601,1280000
9602,902000
9603,822000
9604,1010000
9605,885000
9606,1060000
9607,898000
9608,817000
9609,815000
9610,1490000
9611,903000
9612,1180000
9613,838000
9614,827000
9615,856000
9616,819000
9617,784000
9618,991000
9619,820000
9620,1040000
9621,806000
9622,953000
9623,827000
9624,865000
9625,928000
9626,826000
9627,795000
9628,786000
9629,804000
9630,1260000
9631,826000
9632,865000
9633,831000
9634,779000
9635,871000
9636,817000
9637,772000
9638,829000
9639,828000
9640,910000
9641,810000
9642,879000
9643,789000
9644,816000
9645,840000
9646,825000
9647,749000
9648,829000
9649,776000
9650,1470000
9651,815000
9652,788000
9653,783000
9654,899000
9655,873000
9656,829000
9657,852000
9658,820000
9659,757000
9660,1140000
9661,843000
9662,835000
9663,898000
9664,778000
9665,870000
9666,1020000
9667,803000
9668,826000
9669,946000
9670,1190000
9671,786000
9672,775000
9673,831000
9674,811000
9675,895000
9676,878000
9677,856000
9678,833000
9679,815000
9680,1040000
9681,842000
9682,835000
9683,792000
9684,786000
9685,794000
9686,906000
9687,796000
9688,886000
9689,865000
9690,1010000
9691,809000
9692,797000
9693,795000
9694,769000
9695,800000
9696,1130000
9697,848000
9698,846000
9699,1240000
9700,4000000
9701,1040000
9702,979000
9703,878000
9704,842000
9705,873000
9706,884000
9707,866000
9708,850000
9709,963000
9710,923000
9711,1050000
9712,963000
9713,862000
9714,868000
9715,826000
9716,788000
9717,796000
9718,852000
9719,795000
9720,2260000
9721,907000
9722,876000
9723,921000
9724,877000
9725,839000
9726,805000
9727,885000
9728,802000
9729,781000
9730,880000
9731,797000
9732,760000
9733,968000
9734,815000
9735,818000
9736,785000
9737,770000
9738,765000
9739,792000
9740,899000
9741,810000
9742,820000
9743,912000
9744,846000
9745,787000
9746,759000
9747,831000
9748,799000
9749,782000
9750,1380000
9751,828000
9752,812000
9753,797000
9754,759000
9755,863000
9756,826000
9757,800000
9758,799000
9759,791000
9760,951000
9761,808000
9762,781000
9763,821000
9764,774000
9765,812000
9766,815000
9767,743000
9768,743000
9769,800000
9770,939000
9771,945000
9772,834000
9773,781000
9774,797000
9775,888000
9776,836000
9777,1050000
9778,786000
9779,860000
9780,1730000
9781,868000
9782,818000
9783,831000
9784,1040000
9785,809000
9786,771000
9787,837000
9788,913000
9789,856000
9790,1360000
9791,824000
9792,822000
9793,775000
9794,817000
9795,809000
9796,751000
9797,1100000
9798,889000
9799,984000
9800,7210000
9801,1140000
9802,934000
9803,877000
9804,863000
9805,862000
9806,825000
9807,824000
9808,915000
9809,856000
9810,1600000
9811,949000
9812,858000
9813,814000
9814,830000
9815,873000
9816,851000
9817,808000
9818,858000
9819,803000
9820,958000
9821,922000
9822,924000
9823,828000
9824,829000
9825,1050000
9826,798000
9827,781000
9828,922000
9829,1360000
9830,950000
9831,861000
9832,814000
9833,916000
9834,812000
9835,868000
9836,831000
9837,765000
9838,1070000
9839,931000
9840,947000
9841,817000
9842,758000
9843,780000
9844,843000
9845,959000
9846,756000
9847,769000
9848,793000
9849,777000
9850,1440000
9851,782000
9852,756000
9853,761000
9854,791000
9855,817000
9856,752000
9857,762000
9858,786000
9859,758000
9860,1470000
9861,903000
9862,733000
9863,761000
9864,763000
9865,748000
9866,788000
9867,838000
9868,778000
9869,770000
9870,1080000
9871,782000
9872,818000
9873,760000
9874,1070000
9875,819000
9876,913000
9877,970000
9878,913000
9879,789000
9880,1110000
9881,878000
9882,817000
9883,765000
9884,807000
9885,1030000
9886,829000
9887,870000
9888,1530000
9889,928000
9890,1050000
9891,809000
9892,768000
9893,838000
9894,751000
9895,824000
9896,792000
9897,765000
9898,1280000
9899,1020000
9900,6510000
9901,1140000
9902,1030000
9903,897000
9904,911000
9905,933000
9906,894000
9907,864000
9908,893000
9909,997000
9910,1130000
9911,1150000
9912,872000
9913,855000
9914,855000
9915,904000
9916,805000
9917,808000
9918,867000
9919,878000
9920,1020000
9921,858000
9922,966000
9923,803000
9924,838000
9925,892000
9926,978000
9927,907000
9928,893000
9929,838000
9930,1430000
9931,1030000
9932,789000
9933,961000
9934,759000
9935,844000
9936,978000
9937,777000
9938,907000
9939,922000
9940,1030000
9941,900000
9942,770000
9943,779000
9944,967000
9945,873000
9946,795000
9947,772000
9948,813000
9949,885000
9950,1230000
9951,862000
9952,869000
9953,809000
9954,819000
9955,1010000
9956,779000
9957,855000
9958,828000
9959,811000
9960,966000
9961,805000
9962,807000
9963,833000
9964,806000
9965,851000
9966,1040000
9967,815000
9968,841000
9969,853000
9970,1230000
9971,1100000
9972,833000
9973,784000
9974,818000
9975,1030000
9976,843000
9977,1080000
9978,835000
9979,855000
9980,1610000
9981,1200000
9982,950000
9983,916000
9984,956000
9985,917000
9986,916000
9987,849000
9988,1450000
9989,973000
9990,2070000
9991,1100000
9992,951000
9993,3210000
9994,972000
9995,1150000
9996,1050000
9997,973000
9998,1310000
9999,9910000
10000,64400000
